age,housingtype,yearly_income,cpf_balance,yearly_expenditure,savings,quality_of_life,disaster_preparedness,retirement_readiness
64,4-Room Flat,67000,1000310.0,60000,294800.0,10,10,10
24,1&2-Room Flat,55000,81400.0,16000,22000.0,2,1,1
63,4-Room Flat,74000,1088540.0,60000,318200.0,10,9,9
45,4-Room Flat,78000,721500.0,84000,195000.0,6,3,5
46,Condominium,110000,1058200.0,72000,286000.0,10,10,9
38,1&2-Room Flat,57000,379620.0,108000,102600.0,1,1,4
37,3-Room Flat,76000,478040.0,96000,129200.0,3,2,5
32,Condominium,71000,315240.0,84000,85200.0,2,1,2
42,Landed Property,82000,667480.0,96000,180400.0,5,8,7
24,1&2-Room Flat,60000,88800.0,17000,24000.0,2,1,2
36,3-Room Flat,73000,432160.0,108000,116800.0,2,5,2
36,Executive Flat,80000,473600.0,60000,128000.0,4,1,1
28,1&2-Room Flat,61000,180560.0,8000,48800.0,3,1,2
48,1&2-Room Flat,148000,1533280.0,84000,414400.0,10,10,10
63,5-Room,70000,1029700.0,60000,301000.0,10,10,10
21,Executive Flat,53000,19610.0,18000,5300.0,1,1,2
62,Apartment,96000,1391040.0,60000,403200.0,10,10,7
27,3-Room Flat,51000,132090.0,15000,35700.0,2,1,3
42,1&2-Room Flat,65000,529100.0,84000,143000.0,4,7,2
22,Executive Flat,44000,32560.0,7000,8800.0,1,1,1
34,4-Room Flat,73000,378140.0,96000,102200.0,2,2,1
24,3-Room Flat,58000,85840.0,5000,23200.0,2,3,3
60,Apartment,141000,1981050.0,96000,564000.0,10,10,7
55,4-Room Flat,58000,751100.0,60000,203000.0,6,9,4
44,Condominium,83000,737040.0,84000,199200.0,6,3,7
40,4-Room Flat,43000,318200.0,96000,86000.0,1,2,1
39,5-Room,41000,288230.0,84000,77900.0,1,4,1
38,3-Room Flat,60000,399600.0,84000,108000.0,2,1,2
54,Apartment,148000,1861840.0,84000,503200.0,10,9,7
49,Apartment,147000,1577310.0,108000,426300.0,10,10,7
61,Landed Property,138000,1969260.0,72000,565800.0,10,10,9
58,4-Room Flat,78000,1061580.0,84000,296400.0,9,7,10
37,1&2-Room Flat,49000,308210.0,108000,83300.0,1,3,4
44,Condominium,148000,1314240.0,60000,355200.0,10,7,8
31,3-Room Flat,70000,284900.0,60000,77000.0,2,1,4
37,Executive Flat,73000,459170.0,96000,124100.0,3,5,1
27,5-Room,43000,111370.0,13000,30100.0,2,1,2
52,3-Room Flat,135000,1598400.0,60000,432000.0,10,10,10
25,Executive Flat,37000,68450.0,20000,18500.0,1,1,2
33,Executive Flat,48000,230880.0,96000,62400.0,1,2,1
36,Executive Flat,73000,432160.0,84000,116800.0,3,5,4
25,1&2-Room Flat,49000,90650.0,9000,24500.0,2,5,1
61,Executive Flat,61000,870470.0,60000,250100.0,8,10,5
49,3-Room Flat,56000,600880.0,72000,162400.0,4,4,5
40,5-Room,74000,547600.0,60000,148000.0,5,7,6
45,3-Room Flat,55000,508750.0,96000,137500.0,3,1,3
31,Apartment,67000,272690.0,60000,73700.0,2,5,4
48,Apartment,110000,1139600.0,108000,308000.0,10,10,10
62,Apartment,149000,2159010.0,60000,625800.0,10,10,10
40,Landed Property,66000,488400.0,84000,132000.0,3,5,5
60,1&2-Room Flat,145000,2037250.0,108000,580000.0,10,7,7
36,Landed Property,61000,361120.0,84000,97600.0,2,1,1
59,5-Room,64000,885120.0,84000,249600.0,7,4,7
21,5-Room,47000,17390.0,7000,4700.0,1,3,1
26,1&2-Room Flat,48000,106560.0,5000,28800.0,2,1,1
51,Condominium,121000,1387870.0,96000,375100.0,10,10,8
21,3-Room Flat,32000,11840.0,12000,3200.0,1,1,1
46,Landed Property,63000,606060.0,84000,163800.0,4,2,1
44,Landed Property,115000,1021200.0,96000,276000.0,9,9,10
56,3-Room Flat,86000,1132620.0,96000,309600.0,9,6,9
37,Landed Property,44000,276760.0,108000,74800.0,1,3,2
34,Executive Flat,78000,404040.0,84000,109200.0,3,6,1
32,Executive Flat,76000,337440.0,96000,91200.0,2,2,4
23,Executive Flat,56000,62160.0,12000,16800.0,2,1,5
25,Executive Flat,45000,83250.0,7000,22500.0,2,3,1
23,5-Room,41000,45510.0,7000,12300.0,1,2,2
45,Apartment,115000,1063750.0,84000,287500.0,10,7,9
62,4-Room Flat,150000,2173500.0,96000,630000.0,10,10,10
42,Apartment,101000,822140.0,96000,222200.0,7,9,6
24,1&2-Room Flat,37000,54760.0,18000,14800.0,1,1,1
28,1&2-Room Flat,55000,162800.0,17000,44000.0,2,1,2
51,1&2-Room Flat,89000,1020830.0,60000,275900.0,10,7,10
23,1&2-Room Flat,45000,49950.0,11000,13500.0,1,4,1
27,3-Room Flat,68000,176120.0,15000,47600.0,3,5,6
55,5-Room,118000,1528100.0,72000,413000.0,10,8,10
64,3-Room Flat,135000,2015550.0,96000,594000.0,10,7,7
64,Condominium,84000,1254120.0,60000,369600.0,10,7,10
48,1&2-Room Flat,140000,1450400.0,84000,392000.0,10,8,8
22,5-Room,32000,23680.0,9000,6400.0,1,1,1
54,4-Room Flat,135000,1698300.0,96000,459000.0,10,10,10
49,Landed Property,57000,611610.0,96000,165300.0,4,1,1
20,5-Room,59000,0.0,5000,0.0,1,2,4
62,4-Room Flat,77000,1115730.0,84000,323400.0,10,10,10
32,Landed Property,51000,226440.0,84000,61200.0,1,1,1
22,5-Room,38000,28120.0,5000,7600.0,1,4,1
31,Apartment,57000,231990.0,84000,62700.0,1,4,2
60,3-Room Flat,67000,941350.0,60000,268000.0,9,8,7
64,Apartment,83000,1239190.0,72000,365200.0,10,10,10
28,4-Room Flat,62000,183520.0,11000,49600.0,3,3,1
43,Landed Property,124000,1055240.0,84000,285200.0,10,10,9
53,3-Room Flat,142000,1733820.0,96000,468600.0,10,8,7
58,Landed Property,137000,1864570.0,108000,520600.0,10,10,8
21,4-Room Flat,42000,15540.0,19000,4200.0,1,1,3
34,1&2-Room Flat,79000,409220.0,72000,110600.0,3,1,4
57,3-Room Flat,121000,1620190.0,60000,447700.0,10,8,10
59,3-Room Flat,130000,1797900.0,108000,507000.0,10,7,10
65,1&2-Room Flat,76000,1151400.0,60000,342000.0,10,9,7
53,4-Room Flat,68000,830280.0,84000,224400.0,6,6,9
20,3-Room Flat,31000,0.0,14000,0.0,1,1,3
48,Executive Flat,90000,932400.0,96000,252000.0,8,5,10
32,1&2-Room Flat,75000,333000.0,60000,90000.0,3,3,1
51,5-Room,73000,837310.0,60000,226300.0,7,9,6
43,4-Room Flat,110000,936100.0,108000,253000.0,8,10,8
59,3-Room Flat,65000,898950.0,84000,253500.0,7,9,8
62,Condominium,134000,1941660.0,108000,562800.0,10,10,10
32,5-Room,73000,324120.0,108000,87600.0,1,1,1
32,3-Room Flat,69000,306360.0,60000,82800.0,3,3,5
21,5-Room,55000,20350.0,6000,5500.0,1,2,1
28,Executive Flat,63000,186480.0,13000,50400.0,3,1,1
34,Condominium,60000,310800.0,72000,84000.0,2,1,1
48,3-Room Flat,56000,580160.0,96000,156800.0,3,1,3
24,4-Room Flat,44000,65120.0,9000,17600.0,1,4,1
41,Landed Property,101000,784770.0,108000,212100.0,6,9,9
56,4-Room Flat,134000,1764780.0,84000,482400.0,10,10,9
33,Executive Flat,62000,298220.0,60000,80600.0,2,2,4
20,5-Room,44000,0.0,17000,0.0,1,1,3
20,Executive Flat,49000,0.0,10000,0.0,1,1,2
31,Landed Property,69000,280830.0,60000,75900.0,2,1,5
59,5-Room,60000,829800.0,96000,234000.0,6,9,6
58,Condominium,103000,1401830.0,72000,391400.0,10,8,10
65,1&2-Room Flat,129000,1954350.0,84000,580500.0,10,9,10
20,3-Room Flat,54000,0.0,7000,0.0,1,4,1
48,Landed Property,105000,1087800.0,96000,294000.0,10,8,8
44,Condominium,58000,515040.0,96000,139200.0,3,5,3
38,Condominium,60000,399600.0,108000,108000.0,2,4,2
61,Executive Flat,121000,1726670.0,84000,496100.0,10,10,10
24,3-Room Flat,37000,54760.0,19000,14800.0,1,4,1
45,4-Room Flat,87000,804750.0,96000,217500.0,6,4,3
23,3-Room Flat,34000,37740.0,20000,10200.0,1,1,1
25,3-Room Flat,42000,77700.0,7000,21000.0,1,1,2
63,3-Room Flat,115000,1691650.0,108000,494500.0,10,7,10
65,4-Room Flat,87000,1318050.0,72000,391500.0,10,10,10
31,5-Room,71000,288970.0,60000,78100.0,2,1,1
44,5-Room,72000,639360.0,72000,172800.0,5,7,4
43,5-Room,79000,672290.0,60000,181700.0,6,9,8
37,3-Room Flat,46000,289340.0,60000,78200.0,2,3,1
24,3-Room Flat,39000,57720.0,17000,15600.0,1,1,1
55,Condominium,125000,1618750.0,72000,437500.0,10,10,10
41,Apartment,135000,1048950.0,84000,283500.0,10,10,8
28,Executive Flat,66000,195360.0,5000,52800.0,3,4,1
31,Landed Property,56000,227920.0,84000,61600.0,1,3,1
21,3-Room Flat,57000,21090.0,19000,5700.0,1,1,1
28,3-Room Flat,42000,124320.0,6000,33600.0,2,3,3
61,3-Room Flat,53000,756310.0,108000,217300.0,5,2,2
59,Condominium,138000,1908540.0,72000,538200.0,10,8,10
55,3-Room Flat,78000,1010100.0,108000,273000.0,8,10,7
23,1&2-Room Flat,55000,61050.0,8000,16500.0,2,2,5
61,Condominium,51000,727770.0,60000,209100.0,6,7,8
55,Landed Property,88000,1139600.0,60000,308000.0,10,10,10
65,3-Room Flat,89000,1348350.0,84000,400500.0,10,8,10
63,4-Room Flat,66000,970860.0,72000,283800.0,9,6,10
39,Executive Flat,79000,555370.0,72000,150100.0,5,5,6
36,Apartment,79000,467680.0,108000,126400.0,3,4,1
35,Landed Property,46000,255300.0,96000,69000.0,1,2,1
42,Condominium,148000,1204720.0,60000,325600.0,10,9,10
64,1&2-Room Flat,86000,1283980.0,72000,378400.0,10,10,10
25,Executive Flat,55000,101750.0,17000,27500.0,2,4,1
61,1&2-Room Flat,143000,2040610.0,60000,586300.0,10,9,9
20,Executive Flat,57000,0.0,16000,0.0,1,1,1
26,4-Room Flat,48000,106560.0,5000,28800.0,2,1,3
25,5-Room,39000,72150.0,10000,19500.0,1,1,1
41,5-Room,55000,427350.0,84000,115500.0,2,2,3
36,Executive Flat,63000,372960.0,72000,100800.0,3,3,1
46,Landed Property,138000,1327560.0,60000,358800.0,10,10,8
23,Executive Flat,56000,62160.0,15000,16800.0,1,3,3
32,5-Room,47000,208680.0,60000,56400.0,1,1,1
38,Executive Flat,73000,486180.0,60000,131400.0,4,3,2
44,1&2-Room Flat,124000,1101120.0,84000,297600.0,10,10,8
36,Condominium,42000,248640.0,84000,67200.0,1,1,3
36,Executive Flat,80000,473600.0,60000,128000.0,4,1,4
24,5-Room,44000,65120.0,9000,17600.0,1,4,1
54,4-Room Flat,96000,1207680.0,72000,326400.0,10,10,10
27,4-Room Flat,44000,113960.0,16000,30800.0,1,2,1
27,3-Room Flat,42000,108780.0,5000,29400.0,2,4,1
48,4-Room Flat,101000,1046360.0,72000,282800.0,10,10,10
45,Apartment,132000,1221000.0,84000,330000.0,10,8,9
28,4-Room Flat,75000,222000.0,15000,60000.0,4,2,1
39,Condominium,59000,414770.0,84000,112100.0,2,3,3
39,5-Room,67000,471010.0,72000,127300.0,4,5,5
62,Apartment,111000,1608390.0,60000,466200.0,10,7,10
35,4-Room Flat,80000,444000.0,72000,120000.0,4,4,4
20,5-Room,32000,0.0,19000,0.0,1,2,2
36,Apartment,80000,473600.0,72000,128000.0,4,3,7
32,1&2-Room Flat,74000,328560.0,84000,88800.0,2,1,1
45,3-Room Flat,129000,1193250.0,84000,322500.0,10,10,8
58,Condominium,149000,2027890.0,108000,566200.0,10,7,10
28,4-Room Flat,79000,233840.0,9000,63200.0,4,6,2
46,Apartment,63000,606060.0,72000,163800.0,5,7,5
23,Executive Flat,41000,45510.0,11000,12300.0,1,1,2
47,Executive Flat,138000,1378620.0,84000,372600.0,10,10,10
27,Executive Flat,47000,121730.0,8000,32900.0,2,5,5
42,Condominium,80000,651200.0,60000,176000.0,6,6,4
33,5-Room,76000,365560.0,72000,98800.0,3,3,6
34,Landed Property,65000,336700.0,96000,91000.0,2,5,4
45,1&2-Room Flat,128000,1184000.0,96000,320000.0,10,7,10
21,1&2-Room Flat,39000,14430.0,5000,3900.0,1,1,4
59,Landed Property,100000,1383000.0,84000,390000.0,10,9,8
29,1&2-Room Flat,61000,203130.0,18000,54900.0,3,5,4
63,5-Room,120000,1765200.0,84000,516000.0,10,10,10
65,3-Room Flat,150000,2272500.0,72000,675000.0,10,10,10
53,3-Room Flat,145000,1770450.0,96000,478500.0,10,10,8
36,3-Room Flat,75000,444000.0,72000,120000.0,4,2,4
59,Executive Flat,128000,1770240.0,84000,499200.0,10,8,10
32,5-Room,73000,324120.0,108000,87600.0,1,1,1
21,5-Room,42000,15540.0,9000,4200.0,1,1,1
23,1&2-Room Flat,39000,43290.0,17000,11700.0,1,4,1
29,5-Room,73000,243090.0,11000,65700.0,4,1,2
53,Apartment,131000,1599510.0,108000,432300.0,10,10,10
51,Landed Property,73000,837310.0,96000,226300.0,6,6,6
52,Executive Flat,93000,1101120.0,72000,297600.0,10,10,10
57,Apartment,125000,1673750.0,96000,462500.0,10,10,8
47,Landed Property,107000,1068930.0,84000,288900.0,10,10,9
44,Landed Property,66000,586080.0,72000,158400.0,5,6,4
30,1&2-Room Flat,78000,288600.0,72000,78000.0,2,1,4
25,4-Room Flat,37000,68450.0,9000,18500.0,1,2,4
34,Apartment,71000,367780.0,96000,99400.0,2,5,5
29,5-Room,41000,136530.0,17000,36900.0,2,5,2
43,Executive Flat,117000,995670.0,96000,269100.0,9,10,10
33,Executive Flat,59000,283790.0,96000,76700.0,1,1,1
45,Apartment,137000,1267250.0,60000,342500.0,10,10,7
52,1&2-Room Flat,52000,615680.0,96000,166400.0,4,1,6
63,Landed Property,82000,1206220.0,84000,352600.0,10,10,7
36,5-Room,66000,390720.0,108000,105600.0,2,3,2
62,5-Room,95000,1376550.0,72000,399000.0,10,10,7
53,5-Room,102000,1245420.0,84000,336600.0,10,8,10
31,Apartment,56000,227920.0,108000,61600.0,1,3,2
62,4-Room Flat,72000,1043280.0,72000,302400.0,10,9,7
34,Landed Property,72000,372960.0,96000,100800.0,2,1,1
25,5-Room,33000,61050.0,11000,16500.0,1,4,1
56,Executive Flat,79000,1040430.0,72000,284400.0,9,9,10
49,5-Room,130000,1394900.0,96000,377000.0,10,10,10
29,5-Room,45000,149850.0,16000,40500.0,2,4,1
61,1&2-Room Flat,77000,1098790.0,84000,315700.0,10,9,8
20,1&2-Room Flat,37000,0.0,18000,0.0,1,4,4
32,1&2-Room Flat,53000,235320.0,108000,63600.0,1,1,3
21,1&2-Room Flat,30000,11100.0,14000,3000.0,1,1,4
40,Condominium,75000,555000.0,96000,150000.0,4,4,4
33,1&2-Room Flat,70000,336700.0,108000,91000.0,1,1,1
38,Executive Flat,41000,273060.0,84000,73800.0,1,1,4
32,Condominium,62000,275280.0,84000,74400.0,1,1,3
55,5-Room,122000,1579900.0,108000,427000.0,10,7,7
55,Apartment,119000,1541050.0,108000,416500.0,10,8,7
52,Apartment,125000,1480000.0,60000,400000.0,10,10,9
29,5-Room,69000,229770.0,12000,62100.0,3,4,5
51,1&2-Room Flat,79000,906130.0,72000,244900.0,8,6,10
30,Executive Flat,49000,181300.0,72000,49000.0,1,1,1
34,Condominium,60000,310800.0,96000,84000.0,1,2,4
48,Landed Property,91000,942760.0,96000,254800.0,8,6,5
23,5-Room,38000,42180.0,13000,11400.0,1,4,3
23,1&2-Room Flat,32000,35520.0,17000,9600.0,1,1,1
26,3-Room Flat,62000,137640.0,20000,37200.0,2,4,4
49,Executive Flat,84000,901320.0,84000,243600.0,8,10,9
31,3-Room Flat,59000,240130.0,60000,64900.0,2,1,1
26,1&2-Room Flat,72000,159840.0,15000,43200.0,3,1,6
25,Executive Flat,57000,105450.0,19000,28500.0,2,1,1
50,Apartment,129000,1431900.0,60000,387000.0,10,10,10
49,3-Room Flat,88000,944240.0,72000,255200.0,9,7,10
46,Landed Property,74000,711880.0,96000,192400.0,5,6,4
59,1&2-Room Flat,79000,1092570.0,108000,308100.0,9,8,10
56,Landed Property,59000,777030.0,72000,212400.0,6,6,7
39,4-Room Flat,59000,414770.0,84000,112100.0,2,1,1
32,Executive Flat,42000,186480.0,108000,50400.0,1,4,4
33,5-Room,54000,259740.0,96000,70200.0,1,1,3
36,Condominium,66000,390720.0,72000,105600.0,3,4,2
46,Landed Property,117000,1125540.0,60000,304200.0,10,8,9
30,5-Room,63000,233100.0,96000,63000.0,1,1,3
20,5-Room,50000,0.0,11000,0.0,1,4,4
49,5-Room,75000,804750.0,84000,217500.0,6,4,6
24,4-Room Flat,51000,75480.0,16000,20400.0,1,3,1
44,5-Room,110000,976800.0,72000,264000.0,10,9,7
45,1&2-Room Flat,65000,601250.0,108000,162500.0,3,3,3
50,1&2-Room Flat,127000,1409700.0,108000,381000.0,10,9,9
21,Executive Flat,35000,12950.0,5000,3500.0,1,1,1
43,Condominium,120000,1021200.0,84000,276000.0,10,9,10
56,5-Room,80000,1053600.0,108000,288000.0,8,10,8
30,Condominium,45000,166500.0,60000,45000.0,1,4,1
54,Apartment,95000,1195100.0,60000,323000.0,10,10,10
30,Apartment,55000,203500.0,84000,55000.0,1,3,3
64,5-Room,143000,2134990.0,72000,629200.0,10,10,10
47,Apartment,94000,939060.0,108000,253800.0,7,8,7
49,Condominium,90000,965700.0,84000,261000.0,8,5,10
60,Apartment,147000,2065350.0,60000,588000.0,10,10,10
49,3-Room Flat,92000,987160.0,72000,266800.0,9,10,10
49,5-Room,146000,1566580.0,60000,423400.0,10,8,9
64,1&2-Room Flat,82000,1224260.0,108000,360800.0,10,9,8
59,Executive Flat,90000,1244700.0,72000,351000.0,10,10,9
61,Apartment,91000,1298570.0,72000,373100.0,10,9,10
23,Executive Flat,60000,66600.0,18000,18000.0,2,1,5
42,1&2-Room Flat,61000,496540.0,108000,134200.0,2,1,5
63,1&2-Room Flat,133000,1956430.0,108000,571900.0,10,10,7
45,Apartment,105000,971250.0,84000,262500.0,9,6,8
59,Executive Flat,66000,912780.0,96000,257400.0,7,10,10
41,Apartment,147000,1142190.0,72000,308700.0,10,9,10
33,1&2-Room Flat,47000,226070.0,72000,61100.0,1,4,1
52,3-Room Flat,129000,1527360.0,84000,412800.0,10,8,7
51,Apartment,91000,1043770.0,108000,282100.0,8,5,7
23,5-Room,47000,52170.0,11000,14100.0,1,1,1
52,Apartment,107000,1266880.0,60000,342400.0,10,10,7
36,5-Room,44000,260480.0,60000,70400.0,1,3,3
27,5-Room,77000,199430.0,5000,53900.0,4,5,3
21,1&2-Room Flat,30000,11100.0,5000,3000.0,1,1,4
64,3-Room Flat,59000,880870.0,84000,259600.0,7,4,9
32,Landed Property,55000,244200.0,60000,66000.0,2,4,1
28,Executive Flat,71000,210160.0,17000,56800.0,3,3,2
27,5-Room,79000,204610.0,10000,55300.0,4,5,5
50,Apartment,62000,688200.0,96000,186000.0,5,7,7
27,1&2-Room Flat,58000,150220.0,17000,40600.0,2,2,4
49,3-Room Flat,56000,600880.0,96000,162400.0,4,6,4
32,3-Room Flat,80000,355200.0,108000,96000.0,2,1,1
37,Landed Property,45000,283050.0,96000,76500.0,1,4,4
38,1&2-Room Flat,79000,526140.0,84000,142200.0,4,6,4
56,Condominium,84000,1106280.0,60000,302400.0,10,9,10
23,1&2-Room Flat,57000,63270.0,7000,17100.0,2,4,1
58,5-Room,129000,1755690.0,108000,490200.0,10,10,10
33,3-Room Flat,48000,230880.0,72000,62400.0,1,4,1
59,3-Room Flat,145000,2005350.0,108000,565500.0,10,9,10
37,3-Room Flat,53000,333370.0,72000,90100.0,2,4,4
34,5-Room,58000,300440.0,84000,81200.0,1,1,1
53,Landed Property,113000,1379730.0,84000,372900.0,10,10,10
35,Executive Flat,47000,260850.0,108000,70500.0,1,4,2
52,Executive Flat,93000,1101120.0,96000,297600.0,9,7,6
58,4-Room Flat,144000,1959840.0,108000,547200.0,10,10,9
42,Executive Flat,103000,838420.0,96000,226600.0,7,4,8
64,Apartment,56000,836080.0,84000,246400.0,7,7,9
52,4-Room Flat,78000,923520.0,108000,249600.0,7,7,10
31,Executive Flat,42000,170940.0,108000,46200.0,1,4,1
39,3-Room Flat,41000,288230.0,108000,77900.0,1,4,2
24,3-Room Flat,42000,62160.0,14000,16800.0,1,1,1
34,Condominium,48000,248640.0,96000,67200.0,1,1,1
51,Apartment,150000,1720500.0,108000,465000.0,10,10,10
22,1&2-Room Flat,34000,25160.0,8000,6800.0,1,1,1
31,Condominium,58000,236060.0,60000,63800.0,2,2,3
65,Landed Property,89000,1348350.0,108000,400500.0,10,10,8
44,1&2-Room Flat,58000,515040.0,84000,139200.0,3,1,2
39,Condominium,74000,520220.0,60000,140600.0,5,5,3
41,5-Room,138000,1072260.0,84000,289800.0,10,9,7
50,1&2-Room Flat,59000,654900.0,72000,177000.0,5,2,3
33,Apartment,52000,250120.0,72000,67600.0,1,1,1
50,Landed Property,95000,1054500.0,72000,285000.0,10,7,10
23,Executive Flat,44000,48840.0,19000,13200.0,1,1,1
54,5-Room,128000,1610240.0,96000,435200.0,10,10,9
21,3-Room Flat,40000,14800.0,6000,4000.0,1,1,4
41,4-Room Flat,94000,730380.0,72000,197400.0,7,7,8
36,Landed Property,57000,337440.0,108000,91200.0,1,2,3
48,3-Room Flat,58000,600880.0,72000,162400.0,4,2,1
37,Apartment,62000,389980.0,60000,105400.0,3,6,5
40,4-Room Flat,57000,421800.0,72000,114000.0,3,1,3
43,Condominium,68000,578680.0,60000,156400.0,5,3,6
48,Landed Property,131000,1357160.0,108000,366800.0,10,10,7
37,5-Room,52000,327080.0,72000,88400.0,2,1,3
54,5-Room,99000,1245420.0,84000,336600.0,10,8,8
40,Executive Flat,78000,577200.0,108000,156000.0,4,2,2
31,Apartment,55000,223850.0,60000,60500.0,1,4,3
21,1&2-Room Flat,37000,13690.0,8000,3700.0,1,3,2
42,Apartment,97000,789580.0,96000,213400.0,7,6,8
32,Condominium,49000,217560.0,108000,58800.0,1,1,1
32,4-Room Flat,73000,324120.0,96000,87600.0,2,1,1
30,Apartment,66000,244200.0,96000,66000.0,1,3,1
43,5-Room,108000,919080.0,108000,248400.0,8,10,8
28,4-Room Flat,60000,177600.0,20000,48000.0,2,3,3
60,Executive Flat,104000,1461200.0,72000,416000.0,10,8,9
42,1&2-Room Flat,142000,1155880.0,96000,312400.0,10,10,10
37,3-Room Flat,72000,452880.0,108000,122400.0,2,1,3
45,1&2-Room Flat,83000,767750.0,108000,207500.0,6,6,7
40,Apartment,65000,481000.0,84000,130000.0,3,6,4
53,Apartment,87000,1062270.0,72000,287100.0,10,7,10
22,4-Room Flat,37000,27380.0,17000,7400.0,1,3,1
50,5-Room,108000,1198800.0,60000,324000.0,10,7,10
27,4-Room Flat,43000,111370.0,6000,30100.0,2,1,1
23,Executive Flat,59000,65490.0,18000,17700.0,1,3,4
35,3-Room Flat,64000,355200.0,60000,96000.0,3,3,2
43,Apartment,146000,1242460.0,60000,335800.0,10,10,10
43,5-Room,68000,578680.0,72000,156400.0,5,4,7
48,1&2-Room Flat,66000,683760.0,108000,184800.0,4,3,5
48,Landed Property,143000,1481480.0,60000,400400.0,10,10,10
53,Condominium,80000,976800.0,108000,264000.0,7,10,4
22,3-Room Flat,59000,43660.0,12000,11800.0,1,2,1
25,5-Room,31000,57350.0,6000,15500.0,1,1,2
26,5-Room,62000,137640.0,16000,37200.0,2,1,5
57,3-Room Flat,134000,1794260.0,84000,495800.0,10,10,7
52,Landed Property,112000,1326080.0,84000,358400.0,10,10,9
62,Landed Property,144000,2086560.0,84000,604800.0,10,10,10
32,Executive Flat,45000,199800.0,72000,54000.0,1,1,4
50,Executive Flat,99000,1098900.0,60000,297000.0,10,10,8
32,1&2-Room Flat,71000,315240.0,60000,85200.0,3,2,6
61,5-Room,132000,1883640.0,60000,541200.0,10,7,9
38,Landed Property,77000,512820.0,96000,138600.0,3,1,1
23,3-Room Flat,32000,35520.0,20000,9600.0,1,1,1
54,Executive Flat,88000,1107040.0,84000,299200.0,10,10,10
58,Apartment,134000,1823740.0,60000,509200.0,10,10,7
48,Executive Flat,113000,1170680.0,60000,316400.0,10,7,8
20,4-Room Flat,51000,0.0,7000,0.0,1,1,3
64,Condominium,54000,806220.0,108000,237600.0,6,9,9
30,Executive Flat,50000,185000.0,84000,50000.0,1,2,4
53,Condominium,87000,1062270.0,96000,287100.0,9,7,8
57,Landed Property,75000,1004250.0,60000,277500.0,9,8,10
52,Executive Flat,112000,1326080.0,108000,358400.0,10,9,10
57,Landed Property,83000,1111370.0,108000,307100.0,9,10,10
59,Condominium,91000,1258530.0,108000,354900.0,10,9,10
53,Condominium,136000,1660560.0,108000,448800.0,10,10,10
42,Apartment,84000,683760.0,72000,184800.0,6,5,5
24,4-Room Flat,37000,54760.0,8000,14800.0,1,1,4
57,1&2-Room Flat,125000,1673750.0,72000,462500.0,10,10,10
48,4-Room Flat,89000,922040.0,96000,249200.0,8,10,9
36,4-Room Flat,72000,426240.0,72000,115200.0,3,1,4
43,Condominium,109000,927590.0,60000,250700.0,9,10,8
50,Apartment,103000,1143300.0,108000,309000.0,10,8,8
42,1&2-Room Flat,111000,903540.0,60000,244200.0,9,7,10
36,4-Room Flat,71000,420320.0,108000,113600.0,2,1,1
56,4-Room Flat,88000,1158960.0,96000,316800.0,10,10,7
54,Executive Flat,90000,1132200.0,108000,306000.0,9,9,10
52,3-Room Flat,101000,1195840.0,84000,323200.0,10,10,10
25,1&2-Room Flat,54000,99900.0,11000,27000.0,2,1,1
65,4-Room Flat,82000,1242300.0,60000,369000.0,10,10,10
52,Apartment,99000,1172160.0,60000,316800.0,10,10,10
34,4-Room Flat,65000,336700.0,60000,91000.0,3,2,1
43,Executive Flat,108000,919080.0,96000,248400.0,8,8,10
62,Landed Property,115000,1666350.0,108000,483000.0,10,10,10
50,3-Room Flat,139000,1542900.0,96000,417000.0,10,9,8
29,5-Room,44000,146520.0,18000,39600.0,2,1,1
26,3-Room Flat,75000,166500.0,14000,45000.0,3,5,5
24,3-Room Flat,32000,47360.0,19000,12800.0,1,1,1
45,Condominium,107000,989750.0,84000,267500.0,9,10,9
56,Landed Property,109000,1435530.0,72000,392400.0,10,7,8
53,1&2-Room Flat,96000,1172160.0,108000,316800.0,10,8,10
63,5-Room,106000,1559260.0,96000,455800.0,10,10,10
31,Condominium,72000,293040.0,72000,79200.0,2,4,1
21,Executive Flat,41000,15170.0,17000,4100.0,1,1,1
49,4-Room Flat,72000,772560.0,96000,208800.0,6,5,5
45,Apartment,59000,545750.0,108000,147500.0,3,6,1
21,Executive Flat,47000,17390.0,10000,4700.0,1,3,2
57,3-Room Flat,128000,1713920.0,72000,473600.0,10,7,10
23,Executive Flat,54000,59940.0,15000,16200.0,1,2,2
24,1&2-Room Flat,43000,63640.0,10000,17200.0,1,1,1
31,3-Room Flat,73000,297110.0,108000,80300.0,1,1,3
27,1&2-Room Flat,65000,168350.0,7000,45500.0,3,4,1
35,4-Room Flat,53000,294150.0,72000,79500.0,2,2,1
46,Landed Property,137000,1317940.0,84000,356200.0,10,8,10
64,Apartment,119000,1776670.0,84000,523600.0,10,7,8
64,4-Room Flat,76000,1134680.0,96000,334400.0,10,10,10
39,Executive Flat,69000,485070.0,108000,131100.0,3,1,2
55,1&2-Room Flat,133000,1722350.0,84000,465500.0,10,7,9
58,1&2-Room Flat,147000,2000670.0,72000,558600.0,10,10,10
26,5-Room,78000,173160.0,5000,46800.0,3,2,4
51,5-Room,53000,607910.0,60000,164300.0,5,8,4
40,3-Room Flat,56000,414400.0,60000,112000.0,3,1,1
49,3-Room Flat,68000,729640.0,96000,197200.0,5,4,8
